0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:00:09 +0800] "GET /RedeemMe/assets/css/admin-customer.css HTTP/1.1" 200 4425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:00:09 +0800] "GET /RedeemMe/ListUserController HTTP/1.1" 200 1381837
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:00:09 +0800] "GET /RedeemMe/assets/js/admin-customer.js HTTP/1.1" 200 1148
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:00:12 +0800] "GET /RedeemMe/ViewUserController?userId=1 HTTP/1.1" 200 37927
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:00:18 +0800] "GET /RedeemMe/ToUpdateUser?userId=1 HTTP/1.1" 200 38682
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:02:53 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:02:57 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:03:01 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:03:05 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:03:25 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:03:54 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:03:57 +0800] "GET /RedeemMe/assets/css/customer-style.css HTTP/1.1" 200 3832
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:03:57 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 887520
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:04:01 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:05:21 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 136
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:05:49 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:05:52 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:05:52 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1425
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:10:27 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1447
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:10:27 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1447
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:10:30 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1447
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:10:33 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1528
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:10:41 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1528
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:11:17 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1514
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:11:22 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1514
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:11:43 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:11:48 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:13:01 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:13:55 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:14:08 +0800] "GET /RedeemMe/LoginController HTTP/1.1" 500 1375
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:14:12 +0800] "GET /RedeemMe/LoginController HTTP/1.1" 500 1375
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:14:54 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:15:01 +0800] "GET /RedeemMe/LoginController HTTP/1.1" 500 1375
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:15:17 +0800] "GET /RedeemMe/LoginController HTTP/1.1" 500 1375
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:15:19 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:07 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:09 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:13 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:13 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:18 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:18 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:21 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:17:21 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:07 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:08 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:09 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:09 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:12 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:12 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:15 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:15 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:16 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:16 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:16 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:17 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:17 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:19 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:21 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:21 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:43 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:43 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:49 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:18:49 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:09 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:11 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:11 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:16 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:16 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:34 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:34 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:37 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:37 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:39 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:40 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:42 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:42 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:42 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:19:43 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:20:07 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:20:11 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:20:24 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:20:39 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:20:58 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:21:16 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:22:55 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:22:55 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 500 2232
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:23:28 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:23:31 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:23:31 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:23:34 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:23:34 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:24:01 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:24:02 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:24:49 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:24:50 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:24:52 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:24:56 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:04 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:14 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:19 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 887520
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:27 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:28 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:37 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:42 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:45 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:49 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:52 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:25:55 +0800] "GET /RedeemMe/ListUserController HTTP/1.1" 200 1381837
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:26:16 +0800] "GET /RedeemMe/ViewUserController?userId=1 HTTP/1.1" 200 37927
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:26:22 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:26:25 +0800] "GET /RedeemMe/ListUserController HTTP/1.1" 200 1381837
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:27:47 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:27:57 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:27:59 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:28:21 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:28:24 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:28:26 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:28:29 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14657
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:29:32 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:46 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:49 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:50 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:51 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:52 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:53 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:55 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:55 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:31:57 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:00 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:01 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:03 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:06 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:22 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:24 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:27 +0800] "GET /RedeemMe/LoginController HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:27 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:33 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:36 +0800] "POST /RedeemMe/LoginController HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:38 +0800] "GET /RedeemMe/ViewDashboard HTTP/1.1" 200 14665
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:46 +0800] "GET /RedeemMe/customer-shop.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:46 +0800] "GET /RedeemMe/login.jsp HTTP/1.1" 200 1451
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:32:51 +0800] "GET /RedeemMe/ViewUserController?userId=1 HTTP/1.1" 200 37907
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/ HTTP/1.1" 200 28117
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 232808
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/vendor/bootstrap-icons/bootstrap-icons.css HTTP/1.1" 200 100333
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/vendor/glightbox/css/glightbox.min.css HTTP/1.1" 200 13749
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/vendor/aos/aos.css HTTP/1.1" 200 28765
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/css/main.css HTTP/1.1" 200 47318
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/vendor/swiper/swiper-bundle.min.css HTTP/1.1" 200 18444
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 80727
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/img/hero-img.png HTTP/1.1" 200 68245
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/img/why-us.png HTTP/1.1" 200 87066
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/img/products/apparel/dress.jpg HTTP/1.1" 200 32396
0:0:0:0:0:0:0:1 - - [06/Jul/2024:16:33:05 +0800] "GET /RedeemMe/assets-landing/img/products/apparel/jeans.jpg HTTP/1.1" 200 17861
